gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
F,59.0,"1,735",61.9,960,778,946
M,25.0,"1,805",75.8,898,850,"1,022"
M,19.0,"1,720",67.2,910,795,931
F,28.0,"1,598",50.2,840,735,905
M,17.0,"1,706",61.6,815,715,915
M,54.0,"1,679",66.8,945,874,917
M,38.0,"1,755",82.3,975,938,"1,035"
F,60.0,"1,506",62.3,986,880,917
F,24.0,"1,698",70.2,964,791,"1,001"
F,31.0,"1,521",56.5,861,805,942
M,31.0,"1,786",76.6,912,841,980
F,51.0,"1,599",55.9,886,765,930
M,16.0,"1,760",61.0,816,717,895
F,33.0,"1,619",50.8,810,665,899
M,18.0,"1,777",52.8,711,664,844
F,20.0,"1,535",44.8,743,624,872
M,56.0,"1,777",86.7,925,921,"1,017"
M,59.0,"1,735",60.6,848,815,861
M,58.0,"1,723",73.5,983,875,936
F,66.0,"1,514",59.0,983,950,925
M,20.0,"1,738",60.8,843,705,896
M,19.0,"1,794",64.3,842,746,890
M,20.0,"1,765",70.5,920,736,942
M,21.0,"1,601",57.4,835,735,865
F,40.0,"1,568",52.4,845,710,880
F,50.0,"1,516",69.7,"1,032",941,991
F,68.0,"1,507",58.9,960,881,921
M,38.0,"1,791",72.4,914,784,956
M,25.0,"1,790",75.0,918,784,971
F,33.0,"1,628",51.1,785,700,894
M,54.0,"1,683",67.2,912,875,931
M,18.0,"1,787",72.9,940,772,937
M,20.0,"1,859",111.8,"1,164","1,081","1,092"
M,24.0,"1,690",77.6,960,880,"1,015"
M,17.0,"1,715",65.8,855,730,904
F,23.0,"1,584",58.0,872,775,966
M,27.0,"1,690",74.3,"1,025",801,970
F,43.0,"1,589",45.4,749,652,846
M,29.0,"1,762",79.5,945,824,"1,015"
M,25.0,"1,803",78.9,916,850,"1,020"
M,60.0,"1,580",66.0,931,874,900
M,19.0,"1,824",76.0,922,826,990
F,30.0,"1,584",53.5,855,701,905
M,33.0,"1,710",73.1,960,846,967
F,19.0,"1,609",55.9,850,715,950
M,59.0,"1,670",70.3,951,866,942
M,30.0,"1,655",88.7,"1,095",985,"1,072"
F,19.0,"1,600",63.0,890,745,992
F,34.0,"1,628",85.2,"1,102","1,031","1,095"
M,59.0,"1,735",66.3,897,791,929
M,33.0,"1,709",60.3,845,714,901
F,34.0,"1,654",75.0,990,862,"1,045"
F,26.0,"1,551",39.6,717,622,798
F,28.0,"1,601",53.0,828,713,915
M,37.0,"1,725",75.9,945,812,"1,005"
M,16.0,"1,753",56.6,778,696,892
F,49.0,"1,622",75.1,"1,030",960,955
F,16.0,"1,504",49.0,810,715,864
F,18.0,"1,616",45.3,735,640,878
F,19.0,"1,564",49.2,800,668,868
F,32.0,"1,530",56.8,865,815,971
M,16.0,"1,643",53.7,810,686,876
F,18.0,"1,596",60.8,830,732,"1,014"
M,16.0,"1,721",58.5,797,710,897
M,47.0,"1,681",72.7,"1,017",856,940
M,19.0,"1,724",64.2,870,706,900
F,62.0,"1,534",51.9,850,762,906
F,58.0,"1,493",55.3,951,860,854
F,18.0,"1,566",58.2,850,730,965
M,28.0,"1,850",80.3,964,845,"1,001"
M,23.0,"1,715",61.0,830,765,930
M,63.0,"1,640",60.9,895,760,903
M,26.0,"1,766",60.3,880,715,859
M,55.0,"1,620",66.7,918,863,923
F,66.0,"1,478",47.7,850,730,830
F,37.0,"1,653",63.1,895,762,957
M,69.0,"1,677",53.7,870,718,860
M,50.0,"1,606",67.1,923,851,945
M,30.0,"1,705",94.6,"1,042","1,007","1,096"
F,19.0,"1,569",53.0,890,726,903
F,61.0,"1,477",54.2,965,876,850
F,17.0,"1,611",49.6,845,670,865
F,35.0,"1,556",50.7,821,741,901
F,22.0,"1,591",60.8,875,765,985
F,20.0,"1,584",46.9,750,634,898
F,23.0,"1,661",50.4,745,665,891
M,39.0,"1,745",63.2,842,794,889
F,19.0,"1,661",60.6,870,732,956
M,16.0,"1,656",68.0,890,815,955
M,67.0,"1,698",73.5,980,881,954
M,27.0,"1,740",62.0,881,740,931
F,55.0,"1,526",47.7,872,735,861
F,17.0,"1,573",50.4,795,665,905
F,60.0,"1,484",52.3,901,839,885
M,28.0,"1,654",53.6,796,678,886
F,65.0,"1,561",58.6,916,807,905
F,16.0,"1,650",62.3,866,742,965
F,20.0,"1,656",61.0,880,745,935
M,43.0,"1,555",55.1,860,870,845
F,37.0,"1,633",64.8,930,815,960
F,47.0,"1,534",55.4,881,748,905
F,21.0,"1,610",54.2,845,745,909
F,33.0,"1,562",65.1,915,834,991
F,18.0,"1,554",79.0,"1,045",965,"1,090"
F,20.0,"1,666",54.6,795,669,936
M,19.0,"1,736",84.2,960,895,"1,039"
M,17.0,"1,716",112.5,"1,135","1,222","1,205"
M,17.0,"1,746",57.1,780,682,881
M,39.0,"1,773",75.2,990,820,961
F,37.0,"1,580",50.5,855,685,911
M,63.0,"1,633",61.4,901,821,910
M,24.0,"1,844",91.0,986,906,"1,070"
M,65.0,"1,638",65.0,900,824,912
F,55.0,"1,537",63.2,"1,031",931,985
M,20.0,"1,689",98.2,"1,157","1,034","1,065"
F,51.0,"1,528",72.8,"1,116",935,916
F,17.0,"1,580",46.8,776,635,850
M,41.0,"1,777",80.1,980,860,985
F,19.0,"1,556",46.7,775,700,886
F,35.0,"1,618",70.4,940,962,"1,015"
M,36.0,"1,793",60.4,860,702,905
M,31.0,"1,737",75.1,955,832,990
F,61.0,"1,514",56.3,995,935,865
M,65.0,"1,576",62.0,882,850,895
F,22.0,"1,595",50.5,805,695,899
M,27.0,"1,686",72.5,964,807,960
F,22.0,"1,595",51.4,865,666,888
F,28.0,"1,596",62.8,971,815,954
M,49.0,"1,745",78.3,"1,003",892,975
M,20.0,"1,751",80.7,977,866,"1,005"
M,38.0,"1,674",76.4,997,967,986
M,17.0,"1,681",67.6,871,767,906
F,46.0,"1,658",68.9,971,820,960
F,16.0,"1,585",48.7,817,675,895
F,25.0,"1,632",46.8,775,630,858
F,30.0,"1,560",51.5,844,650,903
M,66.0,"1,683",75.5,957,956,956
M,19.0,"1,725",80.9,"1,006",875,999
F,19.0,"1,531",38.7,690,565,816
F,18.0,"1,516",44.9,750,600,895
F,36.0,"1,676",61.8,872,724,967
M,20.0,"1,769",66.1,904,776,921
M,44.0,"1,700",74.9,"1,027",815,932
F,18.0,"1,594",49.8,775,680,901
M,20.0,"1,707",51.3,776,635,842
F,43.0,"1,566",47.2,802,750,845
F,16.0,"1,535",45.9,781,599,874
F,61.0,"1,505",46.4,815,710,855
M,19.0,"1,706",61.5,855,735,906
F,31.0,"1,690",60.7,825,705,971
F,36.0,"1,645",60.6,882,771,971
F,36.0,"1,649",54.2,840,708,918
F,52.0,"1,643",56.7,775,715,955
M,33.0,"1,737",90.8,"1,055",942,"1,048"
F,18.0,"1,728",97.5,"1,077",950,"1,138"
M,39.0,"1,673",85.4,"1,036",915,"1,010"
M,19.0,"1,701",56.5,814,680,860
F,44.0,"1,616",59.0,895,801,995
F,38.0,"1,507",43.9,740,651,901
F,20.0,"1,610",53.5,775,670,946
F,28.0,"1,678",66.8,960,782,956
M,29.0,"1,739",80.9,970,895,"1,022"
F,17.0,"1,557",49.1,785,635,874
M,56.0,"1,716",63.1,893,776,895
F,33.0,"1,552",49.9,761,664,959
F,26.0,"1,646",53.5,835,680,942
M,35.0,"1,739",82.1,"1,006",885,"1,005"
M,17.0,"1,762",58.4,797,697,905
M,31.0,"1,681",63.5,895,754,910
M,34.0,"1,677",63.7,951,834,881
M,16.0,"1,660",50.4,765,644,845
F,17.0,"1,639",47.1,776,639,870
M,63.0,"1,681",65.1,905,816,912
M,31.0,"1,764",67.4,906,761,912
F,66.0,"1,547",57.0,856,786,962
M,23.0,"1,765",88.1,"1,030",932,"1,080"
M,50.0,"1,676",76.9,952,895,"1,004"
M,19.0,"1,779",66.5,882,761,935
M,16.0,"1,703",60.8,827,707,905
M,37.0,"1,703",61.8,878,804,899
F,38.0,"1,648",55.5,820,761,912
M,59.0,"1,626",64.9,920,850,911
F,17.0,"1,600",52.9,840,660,897
F,33.0,"1,631",65.8,991,831,996
M,47.0,"1,725",78.3,930,895,968
F,19.0,"1,580",51.6,837,670,900
F,23.0,"1,512",60.2,941,835,985
F,18.0,"1,562",45.0,767,635,867
M,25.0,"1,835",86.1,"1,041",851,"1,015"
M,68.0,"1,593",59.4,900,835,908
F,20.0,"1,493",49.7,820,666,917
F,54.0,"1,444",58.9,"1,014",915,926
F,16.0,"1,605",45.0,744,625,835
F,33.0,"1,554",47.7,851,661,889
M,18.0,"1,817",62.0,825,711,861
F,29.0,"1,534",51.5,790,700,941
M,53.0,"1,723",61.5,888,786,880
F,34.0,"1,557",61.4,913,780,980
M,18.0,"1,760",53.4,775,641,865
M,19.0,"1,657",52.6,775,674,838
F,18.0,"1,563",53.6,821,686,956
M,18.0,"1,730",56.2,846,685,865
M,18.0,"1,745",66.1,875,728,945
F,21.0,"1,691",54.4,765,656,885
M,18.0,"1,770",72.1,880,754,975
F,16.0,"1,618",64.9,904,751,"1,042"
F,17.0,"1,664",51.0,801,656,905
M,20.0,"1,750",91.9,"1,065","1,033","1,086"
M,31.0,"1,786",71.0,870,775,955
M,31.0,"1,675",80.6,"1,060",920,"1,001"
F,56.0,"1,523",48.2,809,700,835
M,20.0,"1,716",53.2,780,620,818
F,63.0,"1,505",59.0,990,890,945
F,55.0,"1,608",62.2,960,885,951
M,46.0,"1,720",98.3,"1,120","1,041","1,100"
M,20.0,"1,767",69.1,870,712,960
F,32.0,"1,545",43.6,746,640,841
F,55.0,"1,443",44.7,856,792,845
F,31.0,"1,526",55.4,868,690,910
F,38.0,"1,628",72.1,950,885,"1,045"
M,26.0,"1,768",70.6,890,784,985
M,64.0,"1,619",60.9,930,834,895
M,18.0,"1,800",72.8,892,795,985
M,31.0,"1,761",71.9,921,881,921
F,17.0,"1,580",49.6,835,690,885
M,16.0,"1,726",65.7,855,781,921
F,17.0,"1,720",54.9,816,686,901
F,19.0,"1,535",58.6,901,791,945
F,33.0,"1,681",75.5,980,815,"1,078"
M,54.0,"1,710",76.4,960,893,"1,005"
F,17.0,"1,660",59.8,881,707,960
M,21.0,"1,710",61.6,850,718,916
M,20.0,"1,661",71.6,985,847,925
F,60.0,"1,538",58.3,945,835,915
M,33.0,"1,773",83.8,"1,011",925,"1,013"
F,48.0,"1,494",56.0,882,830,963
M,49.0,"1,686",64.7,934,805,893
M,66.0,"1,634",74.0,970,972,965
F,16.0,"1,626",52.2,755,670,925
M,22.0,"1,805",78.7,954,815,"1,006"
F,46.0,"1,514",51.0,831,712,910
F,48.0,"1,507",65.6,960,980,982
M,47.0,"1,713",71.7,900,830,950
M,60.0,"1,629",65.4,930,838,910
M,27.0,"1,782",70.3,925,770,950
M,20.0,"1,736",80.8,"1,014",815,"1,007"
F,52.0,"1,541",52.0,902,797,860
M,16.0,"1,717",74.3,943,900,966
M,19.0,"1,715",60.0,842,747,902
M,19.0,"1,610",81.8,"1,000",936,"1,025"
M,20.0,"1,765",67.1,898,785,923
F,63.0,"1,451",52.7,905,785,901
M,30.0,"1,670",73.3,954,868,958
F,19.0,"1,615",62.9,905,790,925
M,24.0,"1,648",74.5,962,903,"1,015"
M,17.0,"1,820",56.8,770,686,874
M,16.0,"1,798",81.0,961,875,995
M,38.0,"1,633",62.5,905,795,903
M,23.0,"1,690",68.6,910,768,935
F,36.0,"1,581",73.5,"1,041",971,"1,014"
F,39.0,"1,495",55.1,889,779,926
F,61.0,"1,568",59.5,932,834,865
F,18.0,"1,604",67.8,915,750,"1,006"
F,16.0,"1,591",50.5,806,655,900
M,25.0,"1,717",48.0,739,641,840
M,17.0,"1,713",64.8,835,806,920
M,17.0,"1,696",61.3,855,725,930
F,49.0,"1,594",72.8,"1,023",910,995
F,18.0,"1,768",66.9,800,695,"1,025"
F,19.0,"1,641",54.1,875,660,925
M,27.0,"1,804",53.0,"1,003",974,"1,061"
F,21.0,"1,545",50.0,816,725,925
M,34.0,"1,784",80.2,964,836,991
M,35.0,"1,799",69.9,930,762,958
F,19.0,"1,638",59.5,900,765,938
M,24.0,"1,796",80.8,975,892,991
M,25.0,"1,714",72.0,935,824,970
M,32.0,"1,758",70.5,903,812,960
F,16.0,"1,590",53.1,775,651,901
F,18.0,"1,481",50.6,826,700,920
F,17.0,"1,539",56.5,861,734,951
F,34.0,"1,590",55.7,881,740,884
F,65.0,"1,484",53.7,955,825,886
M,38.0,"1,804",77.5,975,858,"1,002"
F,18.0,"1,631",81.0,"1,114",925,"1,084"
F,52.0,"1,536",72.1,"1,064",995,"1,053"
M,20.0,"1,680",62.2,847,786,915
M,26.0,"1,750",68.6,900,755,932
F,37.0,"1,506",58.7,983,832,913
M,45.0,"1,722",79.7,975,920,955
F,17.0,"1,558",43.0,760,611,841
F,17.0,"1,527",49.2,830,633,900
M,20.0,"1,733",70.1,902,770,976
F,32.0,"1,526",50.6,814,696,918
M,17.0,"1,716",69.2,863,781,937
F,32.0,"1,633",52.0,801,644,910
M,17.0,"1,894",106.6,"1,085",988,"1,097"
M,36.0,"1,781",79.3,990,855,970
M,17.0,"1,675",70.7,925,820,990
F,34.0,"1,570",56.6,873,764,916
M,23.0,"1,820",68.1,896,705,930
M,30.0,"1,700",73.6,948,805,985
F,55.0,"1,661",76.0,"1,069",896,998
F,66.0,"1,550",61.9,991,865,922
F,19.0,"1,572",57.6,869,808,955
F,17.0,"1,564",61.0,895,790,980
F,22.0,"1,594",54.1,875,697,924
M,67.0,"1,706",86.9,"1,064",958,"1,005"
F,16.0,"1,569",49.7,770,615,895
F,17.0,"1,638",53.0,798,662,901
F,26.0,"1,543",53.7,870,760,907
F,60.0,"1,500",61.9,986,935,975
M,28.0,"1,805",105.0,"1,121","1,060","1,106"
M,18.0,"1,605",83.5,"1,025",979,"1,095"
F,19.0,"1,628",55.6,875,672,963
M,18.0,"1,756",61.3,832,708,900
M,34.0,"1,803",73.0,945,800,980
F,32.0,"1,601",52.9,815,722,918
M,26.0,"1,710",78.1,"1,005",925,"1,010"
M,24.0,"1,626",59.6,861,765,901
M,19.0,"1,831",67.8,910,689,926
F,29.0,"1,670",54.3,791,671,915
M,17.0,"1,617",58.6,839,764,875
F,18.0,"1,584",53.8,822,690,914
F,29.0,"1,629",46.8,756,602,855
M,22.0,"1,810",67.2,890,748,898
M,68.0,"1,568",65.3,953,924,930
F,18.0,"1,638",56.2,810,680,965
F,38.0,"1,664",59.2,868,740,941
M,23.0,"1,776",81.4,962,890,"1,070"
F,30.0,"1,587",60.0,870,770,949
M,58.0,"1,640",68.8,950,904,960
M,33.0,"1,686",59.6,850,739,896
M,18.0,"1,739",60.0,818,703,885
F,56.0,"1,518",61.2,963,877,933
M,18.0,"1,635",57.0,815,706,914
F,23.0,"1,615",49.0,780,700,870
F,40.0,"1,606",81.8,"1,036",995,"1,061"
M,18.0,"1,739",54.9,815,680,885
F,57.0,"1,562",53.6,876,773,906
M,34.0,"1,694",80.2,"1,047",945,"1,015"
M,37.0,"1,750",66.2,883,831,908
M,16.0,"1,733",60.7,815,704,895
M,18.0,"1,699",62.1,889,685,890
F,29.0,"1,571",47.3,785,685,860
M,28.0,"1,790",66.9,840,728,881
F,38.0,"1,598",78.4,"1,053",941,"1,017"
M,17.0,"1,700",61.7,857,730,935
M,21.0,"1,828",78.6,930,767,992
M,16.0,"1,803",98.3,"1,089",975,"1,122"
F,40.0,"1,548",52.4,777,664,975
F,69.0,"1,549",59.9,964,954,941
M,16.0,"1,718",72.4,905,798,965
M,26.0,"1,736",71.5,889,800,972
M,48.0,"1,697",72.6,941,816,960
M,26.0,"1,723",58.6,848,740,870
F,30.0,"1,576",44.1,792,690,862
F,56.0,"1,588",59.8,920,782,950
M,42.0,"1,697",74.7,962,889,969
F,40.0,"1,606",67.8,954,882,965
M,39.0,"1,796",92.7,"1,092",971,"1,005"
F,33.0,"1,665",81.8,"1,032",951,"1,061"
M,17.0,"1,656",60.5,816,730,940
F,35.0,"1,569",66.3,"1,025",885,"1,005"
F,27.0,"1,657",51.7,805,647,897
F,25.0,"1,529",55.3,895,730,945
M,25.0,"1,678",69.3,892,783,980
F,16.0,"1,635",63.5,925,768,982
F,53.0,"1,551",51.5,844,720,878
M,17.0,"1,759",69.3,924,755,940
M,19.0,"1,783",57.1,840,662,826
F,21.0,"1,609",57.2,882,680,910
F,25.0,"1,685",57.4,818,751,925
M,30.0,"1,710",69.2,885,765,946
F,44.0,"1,571",66.3,998,825,930
F,21.0,"1,557",55.7,857,750,940
F,60.0,"1,583",64.2,985,884,934
M,45.0,"1,626",81.6,997,970,"1,023"
M,40.0,"1,667",82.8,"1,025",947,"1,016"
F,18.0,"1,537",61.5,965,775,934
F,16.0,"1,615",54.2,802,720,951
M,36.0,"1,673",62.7,871,773,920
M,17.0,"1,725",50.1,745,630,837
F,41.0,"1,552",49.7,772,700,935
M,17.0,"1,718",65.7,878,765,895
F,34.0,"1,531",50.7,826,727,864
F,29.0,"1,601",50.1,821,680,902
F,20.0,"1,541",44.7,765,669,882
M,40.0,"1,828",84.6,"1,001",931,995
M,16.0,"1,766",87.7,"1,010","1,014","1,058"
F,46.0,"1,506",62.8,960,837,"1,002"
M,31.0,"1,740",73.7,902,789,980
F,53.0,"1,602",64.3,985,921,953
M,25.0,"1,651",85.5,"1,024",998,"1,111"
M,18.0,"1,701",55.3,830,676,850
F,61.0,"1,534",58.2,950,872,929
F,28.0,"1,570",47.0,764,670,835
F,17.0,"1,588",59.3,910,760,985
M,23.0,"1,691",63.9,912,775,913
F,31.0,"1,740",60.0,851,690,972
F,31.0,"1,636",57.1,852,712,918
M,30.0,"1,731",68.3,871,775,952
M,55.0,"1,721",72.7,906,900,942
F,17.0,"1,575",61.5,931,756,981
F,35.0,"1,655",55.8,836,720,950
F,49.0,"1,600",57.4,902,730,917
F,31.0,"1,662",62.2,925,760,945
M,22.0,"1,774",66.2,905,710,915
M,41.0,"1,739",66.6,904,810,920
M,48.0,"1,732",82.9,"1,006",947,"1,005"
F,39.0,"1,600",60.3,851,772,960
M,39.0,"1,702",81.8,968,895,"1,004"
M,17.0,"1,745",50.7,770,640,826
M,28.0,"1,787",69.9,895,750,975
F,52.0,"1,498",58.9,905,835,940
M,40.0,"1,638",61.2,890,812,883
F,18.0,"1,734",64.0,875,665,986
F,38.0,"1,578",59.4,940,740,910
F,58.0,"1,513",58.0,980,865,923
M,42.0,"1,753",83.8,990,934,"1,001"
M,20.0,"1,777",76.8,915,800,950
F,31.0,"1,570",50.1,835,772,894
M,30.0,"1,780",82.1,990,905,"1,021"
M,25.0,"1,673",73.6,937,858,975
M,20.0,"1,695",50.2,790,635,833
F,16.0,"1,571",57.6,862,765,929
M,27.0,"1,701",60.2,855,700,879
F,32.0,"1,600",56.4,786,760,941
F,37.0,"1,559",61.7,887,835,980
M,20.0,"1,720",65.1,870,800,920
M,43.0,"1,636",60.4,850,750,907
M,20.0,"1,760",79.3,915,804,982
F,36.0,"1,580",72.8,"1,021",945,"1,011"
M,48.0,"1,725",61.4,901,755,877
F,34.0,"1,570",52.0,855,720,905
M,17.0,"1,753",68.7,831,725,973
F,57.0,"1,500",44.2,790,675,850
M,37.0,"1,856",68.3,892,769,886
M,27.0,"1,749",72.8,923,842,960
F,33.0,"1,567",47.4,810,691,894
M,34.0,"1,770",108.6,"1,170","1,052","1,130"
F,23.0,"1,600",60.9,923,754,972
F,50.0,"1,632",69.7,891,851,"1,044"
M,39.0,"1,678",53.9,865,725,860
M,33.0,"1,660",83.3,"1,045","1,020",980
F,46.0,"1,578",45.2,756,660,853
F,22.0,"1,669",54.9,800,682,925
F,24.0,"1,575",46.9,805,629,845
F,40.0,"1,508",46.0,807,730,845
F,50.0,"1,601",59.1,865,785,935
F,30.0,"1,578",55.6,864,712,924
F,27.0,"1,627",55.4,813,710,951
M,27.0,"1,742",60.7,855,720,885
M,18.0,"1,785",91.4,"1,022",917,"1,056"
F,18.0,"1,547",50.8,800,690,924
F,44.0,"1,535",49.2,810,707,880
M,18.0,"1,733",66.0,846,813,958
F,33.0,"1,640",53.5,817,655,905
M,45.0,"1,673",69.8,963,854,937
F,51.0,"1,520",53.1,854,750,921
M,21.0,"1,794",61.1,866,700,915
F,17.0,"1,580",58.0,887,724,926
M,16.0,"1,711",59.3,830,705,927
M,29.0,"1,743",111.1,"1,134","1,130","1,148"
F,22.0,"1,678",67.1,939,725,960
M,30.0,"1,692",72.7,939,852,947
M,17.0,"1,693",47.3,760,630,832
F,44.0,"1,528",65.7,955,875,"1,001"
F,51.0,"1,470",61.3,951,869,907
F,59.0,"1,563",65.6,"1,025",875,943
F,23.0,"1,616",71.2,"1,035",931,"1,045"
F,17.0,"1,591",57.5,856,721,956
M,17.0,"1,744",59.3,823,660,917
M,24.0,"1,746",96.6,"1,108","1,045","1,062"
F,25.0,"1,589",51.9,810,680,892
M,19.0,"1,715",63.5,878,770,930
M,29.0,"1,724",87.1,"1,021",940,"1,031"
F,45.0,"1,504",46.3,831,754,884
F,18.0,"1,593",50.0,807,621,905
M,48.0,"1,753",71.9,900,865,986
F,44.0,"1,660",63.5,904,795,"1,002"
F,29.0,"1,559",56.4,902,771,941
F,31.0,"1,571",65.7,930,796,"1,065"
F,17.0,"1,685",48.4,726,620,880
M,37.0,"1,683",76.3,955,875,990
M,32.0,"1,668",59.3,880,786,900
M,68.0,"1,582",52.5,867,775,835
M,41.0,"1,743",82.8,"1,063",902,"1,008"
M,53.0,"1,703",78.2,984,960,"1,007"
F,21.0,"1,497",49.3,805,665,911
F,21.0,"1,590",60.3,931,771,952
F,19.0,"1,582",63.9,941,840,980
F,63.0,"1,470",56.2,867,823,921
F,42.0,"1,543",55.9,852,750,914
M,20.0,"1,700",70.2,890,750,957
F,23.0,"1,608",50.3,820,683,895
F,52.0,"1,560",60.4,895,831,995
M,18.0,"1,739",67.8,890,781,960
M,47.0,"1,633",63.4,885,830,931
F,17.0,"1,705",53.9,788,665,916
F,17.0,"1,588",60.3,866,730,984
M,18.0,"1,724",64.9,840,790,943
F,35.0,"1,639",51.0,845,625,865
M,53.0,"1,640",79.0,"1,010",961,990
F,19.0,"1,640",55.6,925,718,905
M,26.0,"1,715",88.5,"1,052",915,"1,061"
M,39.0,"1,694",59.1,880,799,835
M,19.0,"1,814",57.6,780,674,895
F,34.0,"1,634",50.4,792,696,871
M,33.0,"1,727",91.3,"1,040","1,006","1,047"
F,63.0,"1,519",67.0,"1,005","1,005",944
M,53.0,"1,671",72.1,948,955,981
F,55.0,"1,456",51.9,900,760,856
M,48.0,"1,680",75.2,963,891,980
M,26.0,"1,698",76.7,"1,010",885,975
M,22.0,"1,785",60.6,860,700,920
F,44.0,"1,584",71.7,984,825,991
F,34.0,"1,560",47.3,784,667,851
F,18.0,"1,534",49.2,791,685,889
M,17.0,"1,650",59.1,880,762,896
F,19.0,"1,594",49.3,836,680,863
F,46.0,"1,514",56.5,930,820,937
M,54.0,"1,633",78.7,"1,065",941,938
M,36.0,"1,655",68.1,955,819,920
F,49.0,"1,612",68.9,955,870,"1,015"
M,61.0,"1,594",75.5,"1,011",965,969
F,20.0,"1,564",57.2,895,730,946
F,55.0,"1,546",56.0,867,780,894
F,25.0,"1,703",61.2,880,726,982
F,16.0,"1,598",49.2,855,690,873
M,38.0,"1,738",71.0,941,851,941
M,27.0,"1,805",104.0,"1,070","1,031","1,106"
F,57.0,"1,522",57.8,885,800,970
F,16.0,"1,647",56.1,815,690,958
F,45.0,"1,593",56.7,880,765,960
F,53.0,"1,520",60.7,959,869,956
M,18.0,"1,695",66.5,825,752,965
M,16.0,"1,754",64.6,860,715,906
F,16.0,"1,554",53.4,835,705,935
M,33.0,"1,745",103.5,"1,160","1,026","1,105"
F,23.0,"1,571",50.4,815,624,895
F,60.0,"1,536",61.3,975,885,958
F,17.0,"1,634",55.8,815,725,936
M,26.0,"1,759",89.2,"1,035",961,"1,055"
F,20.0,"1,624",54.9,847,765,921
F,19.0,"1,570",51.5,799,720,921
M,23.0,"1,755",92.0,"1,040",985,"1,070"
F,23.0,"1,669",54.1,784,676,917
M,46.0,"1,722",62.9,897,820,890
M,36.0,"1,700",74.2,935,865,994
F,19.0,"1,544",51.4,808,725,914
M,26.0,"1,745",68.6,915,795,954
F,19.0,"1,608",59.3,861,757,984
M,60.0,"1,680",67.5,912,856,945
F,19.0,"1,581",60.9,956,762,950
F,46.0,"1,655",53.1,846,711,891
F,63.0,"1,442",49.9,880,811,862
F,18.0,"1,597",45.1,760,625,880
F,41.0,"1,495",50.1,885,780,882
M,23.0,"1,786",83.0,952,890,"1,015"
F,26.0,"1,559",49.7,792,683,905
M,23.0,"1,738",68.7,950,746,935
F,16.0,"1,618",51.8,782,680,913
M,16.0,"1,706",47.7,770,625,807
M,20.0,"1,766",61.4,810,701,906
F,20.0,"1,653",57.7,883,684,955
F,27.0,"1,600",49.0,851,682,934
M,16.0,"1,710",56.0,784,678,885
F,32.0,"1,583",57.3,843,755,957
F,20.0,"1,633",62.6,876,810,935
F,19.0,"1,591",56.3,887,706,920
F,34.0,"1,635",61.1,888,730,981
M,16.0,"1,798",57.4,783,665,871
M,25.0,"1,794",84.1,"1,073",998,"1,020"
F,16.0,"1,645",50.9,805,605,893
F,38.0,"1,567",57.5,925,805,930
F,19.0,"1,658",67.2,890,801,996
M,18.0,"1,750",74.7,899,786,969
F,56.0,"1,560",51.2,872,783,858
F,22.0,"1,596",61.1,950,724,972
F,16.0,"1,593",58.6,850,722,938
F,37.0,"1,615",51.6,822,695,920
F,61.0,"1,570",60.4,925,876,940
F,42.0,"1,536",58.7,989,799,925
M,36.0,"1,787",78.2,975,880,990
M,20.0,"1,591",74.3,998,940,"1,031"
M,37.0,"1,642",61.1,875,709,930
F,55.0,"1,596",84.0,"1,155","1,065","1,105"
F,19.0,"1,583",51.2,795,668,881
M,17.0,"1,720",63.1,843,746,935
M,17.0,"1,787",76.7,971,798,982
M,68.0,"1,678",69.8,961,846,948
M,25.0,"1,720",59.5,825,710,887
M,17.0,"1,720",57.5,827,673,868
M,56.0,"1,796",87.4,"1,040",928,"1,035"
F,44.0,"1,460",49.9,885,799,872
F,26.0,"1,529",56.7,871,791,925
F,44.0,"1,492",56.9,895,786,942
F,41.0,"1,598",62.3,912,805,961
F,27.0,"1,630",57.4,876,746,921
M,36.0,"1,698",74.7,998,935,945
F,16.0,"1,650",54.7,863,698,884
M,25.0,"1,731",93.0,990,821,942
F,66.0,"1,528",61.9,"1,032",902,956
F,35.0,"1,570",53.2,835,715,915
F,25.0,"1,708",64.3,891,760,994
F,16.0,"1,574",52.2,775,615,915
M,30.0,"1,815",79.0,960,826,982
F,48.0,"1,569",54.1,840,772,906
M,67.0,"1,701",70.3,885,850,966
M,36.0,"1,647",74.8,950,902,955
F,27.0,"1,560",46.9,740,670,921
M,31.0,"1,778",72.1,949,814,952
M,62.0,"1,586",69.7,963,925,907
M,17.0,"1,668",57.3,800,682,895
F,46.0,"1,538",64.2,970,936,975
F,20.0,"1,580",49.7,788,620,882
M,19.0,"1,740",67.9,866,802,957
F,21.0,"1,571",52.6,791,700,955
F,41.0,"1,565",54.2,890,782,900
F,41.0,"1,647",51.4,802,680,867
M,22.0,"1,605",62.9,910,795,923
M,19.0,"1,730",79.4,950,845,"1,045"
M,16.0,"1,658",57.0,840,707,885
M,18.0,"1,761",89.5,985,969,"1,084"
M,16.0,"1,770",61.0,830,725,910
M,16.0,"1,700",62.6,885,765,898
F,52.0,"1,470",40.3,754,661,812
F,20.0,"1,582",52.5,820,683,905
F,32.0,"1,550",47.8,806,642,899
F,17.0,"1,597",50.5,815,640,883
F,46.0,"1,573",53.9,840,741,970
F,17.0,"1,600",67.9,944,814,996
M,31.0,"1,725",67.9,924,792,934
